Wavelength_(nm),Sum,Fe_I_(2.2e-02),Fe_II_(4.8e-01),Fe_III_(1.1e-03),W_I_(2.3e-02),W_II_(4.8e-01),W_III_(1.4e-03)
386.0,1409.0,951.1,,0.0,239.5,218.7,
386.2,1353.0,910.1,,0.0,252.3,190.2,
386.4,1298.0,874.6,,0.0,263.3,160.3,
386.6,1247.0,843.8,,0.0,271.7,131.0,
386.8,1198.0,817.5,,0.0,276.8,103.8,
387.0,1153.0,795.4,,0.0,278.1,79.7,
387.2,1112.0,777.3,,0.0,275.4,59.33,
387.4,1075.0,762.9,,0.0,269.0,42.82,
387.6,1041.0,751.7,,0.0,259.1,29.96,
387.8,1009.0,742.6,,0.0,246.1,20.32,
388.0,978.6,734.5,,0.0,230.8,13.36,
388.3,932.3,721.1,,0.0,204.5,6.725,
388.5,899.1,709.5,,0.0,185.6,4.101,
388.7,863.1,694.5,,0.0,166.2,2.439,
388.9,823.8,675.6,,0.0,146.9,1.435,
389.1,781.2,652.4,,0.0,128.0,0.875,
389.3,735.7,625.2,,0.0,109.9,0.622,
389.5,687.9,594.3,,0.0,93.02,0.603,
389.7,639.0,560.6,,0.0,77.59,0.803,
389.9,590.0,524.9,,0.0,63.85,1.258,
390.1,542.4,488.4,,0.0,51.96,2.053,
390.3,497.3,452.0,,0.0,42.01,3.325,
390.5,456.2,417.0,,0.0,34.02,5.261,
390.8,404.5,368.9,,0.0,25.58,9.928,
391.0,377.9,341.1,,0.0,22.12,14.62,
391.2,358.3,317.2,,0.0,20.15,20.89,
391.4,345.8,297.4,,0.0,19.44,28.97,
391.6,340.1,281.4,,0.0,19.68,39.01,
391.8,340.3,268.7,,0.0,20.59,50.99,
392.0,345.2,258.7,,0.0,21.85,64.69,
392.2,353.3,250.4,,0.0,23.18,79.67,
392.4,362.8,243.2,,0.0,24.33,95.25,
392.6,372.1,236.4,,0.0,25.11,110.5,
392.8,379.6,229.7,,0.0,25.38,124.5,
393.0,384.3,223.1,,0.0,25.11,136.1,
393.3,384.7,213.7,,0.0,23.79,147.2,
393.5,380.7,208.8,,0.0,22.49,149.4,
393.7,373.8,205.6,,0.0,21.07,147.2,
393.9,365.3,204.7,,0.0,19.79,140.7,
394.1,356.1,206.6,,0.0,18.89,130.7,
394.3,347.6,211.3,,0.0,18.62,117.7,
394.5,340.9,218.7,,0.0,19.22,103.0,
394.7,336.7,228.4,,0.0,20.9,87.44,
394.9,335.6,239.7,,0.0,23.83,72.06,
395.1,337.6,251.8,,0.0,28.14,57.65,
395.3,342.4,263.7,,0.0,33.91,44.77,
395.5,349.5,274.5,,0.0,41.18,33.74,
395.8,362.4,286.8,,0.0,54.76,20.89,
396.0,371.1,291.1,,0.0,65.39,14.61,
396.2,378.7,291.8,,0.0,77.0,9.927,
396.4,384.2,288.4,,0.0,89.25,6.545,
396.6,386.8,280.9,,0.0,101.7,4.189,
396.8,386.0,269.4,,0.0,113.9,2.602,
397.0,381.5,254.4,,0.0,125.5,1.569,
397.2,373.6,236.7,,0.0,136.1,0.919,
397.4,363.1,217.1,,0.0,145.5,0.522,
397.6,351.1,196.9,,0.0,153.9,0.288,
397.8,339.3,177.3,,0.0,161.8,0.154,
398.0,329.5,159.4,,0.0,170.0,0.08,
398.3,323.5,138.2,,0.0,185.3,0.028,
398.5,328.3,128.7,,0.0,199.6,0.014,
398.7,342.1,123.2,,0.0,218.9,0.006,
398.9,365.9,121.6,,0.0,244.3,0.003,
399.1,399.9,123.4,,0.0,276.5,0.001,
399.3,443.3,127.9,,0.0,315.4,0.001,
399.5,494.3,134.1,,0.0,360.2,0.0,
399.7,549.9,141.1,,0.0,408.8,0.0,
399.9,606.4,147.8,,0.0,458.6,0.0,
400.1,659.7,153.6,,0.0,506.2,0.0,
400.3,705.6,157.8,,0.0,547.8,0.0,
400.5,740.4,160.4,,0.0,580.0,0.0,
400.8,766.2,161.2,,0.0,605.0,0.0,
401.0,764.4,160.6,,0.0,603.8,0.0,
401.2,748.5,160.1,,0.0,588.3,0.0,
401.4,721.1,161.0,,0.0,560.2,0.0,
401.6,686.5,164.6,,0.0,521.9,0.0,
401.8,649.5,172.6,,0.0,476.9,0.0,
402.0,615.6,186.7,,0.0,429.0,0.0,
402.2,590.0,208.4,,0.0,381.6,0.001,
402.4,576.9,239.2,,0.0,337.7,0.001,
402.6,579.8,280.2,,0.0,299.6,0.003,
402.8,600.3,331.7,,0.0,268.6,0.006,
403.0,638.5,393.5,,0.0,245.0,0.013,
403.3,724.9,502.5,,0.0,222.3,0.037,
403.5,797.0,582.5,,0.0,214.3,0.07,
403.7,875.5,664.8,,0.0,210.5,0.13,
403.9,955.5,745.5,,0.0,209.8,0.236,
404.1,1033.0,821.1,,0.0,211.1,0.417,
404.3,1103.0,888.2,,0.0,214.1,0.714,
404.5,1164.0,944.5,,0.0,218.6,1.192,
404.7,1216.0,988.7,,0.0,224.9,1.934,
404.9,1257.0,1021.0,,0.0,233.4,3.053,
405.1,1291.0,1041.0,,0.0,244.9,4.687,
405.3,1319.0,1052.0,,0.0,259.7,7.001,
405.5,1343.0,1054.0,,0.0,278.2,10.17,
405.8,1375.0,1046.0,,0.0,312.1,16.91,
406.0,1394.0,1033.0,,0.0,337.5,22.92,
406.2,1409.0,1015.0,,0.0,363.7,30.23,
406.4,1418.0,990.7,,0.0,388.5,38.77,
406.6,1417.0,958.8,,0.0,410.1,48.38,
406.8,1403.0,918.6,,0.0,426.2,58.71,
407.0,1374.0,869.4,,0.0,435.1,69.32,
407.2,1327.0,811.2,,0.0,435.8,79.6,
407.4,1262.0,745.1,,0.0,427.6,88.91,
407.6,1180.0,672.6,,0.0,411.0,96.61,
407.8,1085.0,596.1,,0.0,387.0,102.1,
408.0,980.8,518.4,,0.0,357.5,105.0,
408.3,816.7,405.2,,0.0,307.6,103.9,
408.5,709.5,335.8,,0.0,274.0,99.66,
408.7,608.9,273.3,,0.0,242.6,93.0,
408.9,518.6,219.1,,0.0,215.1,84.42,
409.1,440.7,173.8,,0.0,192.4,74.54,
409.3,376.6,137.5,,0.0,175.1,64.02,
409.5,326.4,109.9,,0.0,163.1,53.48,
409.7,289.7,90.41,,0.0,155.8,43.46,
409.9,265.1,78.28,,0.0,152.4,34.35,
410.1,251.0,72.59,,0.0,152.0,26.41,
410.3,245.7,72.46,,0.0,153.5,19.76,
410.5,247.4,77.0,,0.0,156.1,14.37,
410.8,259.6,90.79,,0.0,160.4,8.467,
411.0,272.2,103.6,,0.0,162.9,5.748,
411.2,287.0,118.5,,0.0,164.7,3.796,
411.4,303.2,134.9,,0.0,165.8,2.439,
411.6,320.2,152.5,,0.0,166.2,1.524,
411.8,337.5,170.8,,0.0,165.8,0.928,
412.0,354.8,189.6,,0.0,164.7,0.552,
412.2,371.8,208.6,,0.0,162.9,0.323,
412.4,388.3,227.6,,0.0,160.6,0.193,
412.6,404.1,246.4,,0.0,157.6,0.129,
412.8,418.8,264.8,,0.0,153.9,0.114,
413.1,438.2,290.7,,0.0,147.3,0.177,
413.3,448.6,306.2,,0.0,142.1,0.293,
413.5,456.6,319.8,,0.0,136.4,0.499,
413.7,461.7,330.8,,0.0,130.1,0.841,
413.9,463.5,338.8,,0.0,123.4,1.386,
414.1,461.9,343.2,,0.0,116.5,2.23,
414.3,456.9,343.8,,0.0,109.6,3.494,
414.5,448.8,340.4,,0.0,103.1,5.333,
414.7,438.2,333.0,,0.0,97.24,7.928,
414.9,425.6,321.9,,0.0,92.26,11.48,
415.1,412.1,307.5,,0.0,88.39,16.18,
415.3,398.6,290.6,,0.0,85.76,22.22,
415.6,380.6,262.4,,0.0,84.1,34.03,
415.8,371.2,243.2,,0.0,84.31,43.74,
416.0,364.8,224.8,,0.0,85.24,54.76,
416.2,361.8,208.5,,0.0,86.54,66.76,
416.4,362.4,195.3,,0.0,87.83,79.28,
416.6,366.6,186.1,,0.0,88.75,91.68,
416.8,374.0,181.7,,0.0,88.99,103.3,
417.0,384.2,182.6,,0.0,88.35,113.3,
417.2,396.7,189.0,,0.0,86.77,121.0,
417.4,411.0,200.8,,0.0,84.29,125.9,
417.6,426.4,217.7,,0.0,81.1,127.6,
417.8,442.4,239.0,,0.0,77.49,125.9,
418.1,466.6,277.1,,0.0,72.02,117.5,
418.3,482.1,304.8,,0.0,68.85,108.5,
418.5,496.6,332.6,,0.0,66.41,97.62,
418.7,509.6,359.1,,0.0,64.91,85.54,
418.9,520.4,383.0,,0.0,64.44,72.99,
419.1,528.5,402.9,,0.0,64.99,60.67,
419.3,533.3,417.8,,0.0,66.44,49.1,
419.5,534.4,427.1,,0.0,68.56,38.71,
419.7,531.5,430.6,,0.0,71.11,29.72,
419.9,524.7,428.6,,0.0,73.79,22.22,
420.1,514.4,421.9,,0.0,76.33,16.18,
420.3,501.4,411.4,,0.0,78.54,11.48,
420.6,479.5,392.0,,0.0,80.94,6.524,
420.8,465.1,378.8,,0.0,81.9,4.331,
421.0,452.3,367.1,,0.0,82.44,2.8,
421.2,442.4,357.9,,0.0,82.73,1.763,
421.4,436.2,352.1,,0.0,83.0,1.081,
421.6,434.0,349.8,,0.0,83.52,0.646,
421.8,435.9,351.0,,0.0,84.54,0.376,
422.0,441.7,355.2,,0.0,86.31,0.213,
422.2,450.8,361.6,,0.0,89.04,0.118,
422.4,462.3,369.4,,0.0,92.85,0.063,
422.6,475.6,377.8,,0.0,97.8,0.033,
422.8,489.9,386.1,,0.0,103.8,0.017,
423.1,512.2,397.6,,0.0,114.6,0.006,
423.3,527.1,404.5,,0.0,122.6,0.003,
423.5,541.9,411.0,,0.0,130.9,0.001,
423.7,556.9,417.6,,0.0,139.3,0.001,
423.9,572.1,424.7,,0.0,147.4,0.0,
424.1,588.0,432.9,,0.0,155.1,0.0,
424.3,604.9,442.6,,0.0,162.3,0.0,
424.5,623.1,454.1,,0.0,169.0,0.0,
424.7,642.7,467.6,,0.0,175.1,0.0,
424.9,663.6,482.8,,0.0,180.8,0.0,
425.1,685.7,499.4,,0.0,186.3,0.0,
425.3,708.4,516.8,,0.0,191.6,0.0,
425.6,742.1,542.7,,0.0,199.4,0.0,
425.8,762.9,558.3,,0.0,204.6,0.0,
426.0,780.9,571.4,,0.0,209.5,0.0,
426.2,795.2,580.9,,0.0,214.3,0.0,
426.4,804.6,585.7,,0.0,219.0,0.0,
426.6,808.6,585.1,,0.0,223.5,0.0,
426.8,806.7,578.6,,0.0,228.1,0.0,
427.0,799.3,566.0,,0.0,233.3,0.0,
427.2,787.3,547.8,,0.0,239.5,0.0,
427.4,772.0,524.7,,0.0,247.3,0.0,
427.6,755.3,498.0,,0.0,257.3,0.0,
427.8,739.3,469.5,,0.0,269.8,0.0,
428.1,721.1,427.3,,0.0,293.8,0.0,
428.3,715.4,402.5,,0.0,312.9,0.001,
428.5,716.0,382.4,,0.0,333.6,0.002,
428.7,723.2,368.5,,0.0,354.7,0.004,
428.9,736.4,361.5,,0.0,374.9,0.007,
429.1,754.2,361.9,,0.0,392.3,0.015,
429.3,774.7,369.2,,0.0,405.5,0.03,
429.5,795.7,382.8,,0.0,412.9,0.057,
429.7,815.0,401.3,,0.0,413.5,0.108,
429.9,830.3,423.3,,0.0,406.7,0.199,
430.1,840.1,447.2,,0.0,392.5,0.357,
430.3,843.3,471.3,,0.0,371.5,0.625,
430.6,835.4,504.7,,0.0,329.3,1.383,
430.8,822.2,523.6,,0.0,296.3,2.28,
431.0,803.8,538.9,,0.0,261.3,3.668,
431.2,781.6,549.8,,0.0,226.0,5.757,
431.4,756.9,556.1,,0.0,192.0,8.819,
431.6,731.1,557.5,,0.0,160.4,13.19,
431.8,705.3,553.7,,0.0,132.4,19.24,
432.0,680.3,544.5,,0.0,108.5,27.39,
432.2,656.8,529.7,,0.0,89.07,38.07,
432.4,635.2,509.3,,0.0,74.26,51.62,
432.6,615.6,483.4,,0.0,63.86,68.33,
432.8,598.1,452.4,,0.0,57.53,88.25,
433.1,575.9,397.6,,0.0,54.55,123.8,
433.3,563.6,357.2,,0.0,56.02,150.4,
433.5,553.0,315.1,,0.0,59.46,178.4,
433.7,543.5,272.9,,0.0,64.16,206.5,
433.9,534.6,231.9,,0.0,69.43,233.2,
434.1,525.4,193.6,,0.0,74.62,257.1,
434.3,515.0,159.2,,0.0,79.15,276.6,
434.5,502.8,129.8,,0.0,82.56,290.5,
434.7,488.2,106.0,,0.0,84.52,297.6,
434.9,471.2,88.65,,0.0,84.88,297.6,
435.1,452.2,78.08,,0.0,83.63,290.5,
435.3,432.3,74.73,,0.0,80.92,276.6,
435.6,404.5,84.05,,0.0,74.78,245.6,
435.8,390.3,100.3,,0.0,69.87,220.1,
436.0,382.3,124.9,,0.0,64.82,192.5,
436.2,382.4,158.0,,0.0,60.05,164.3,
436.4,392.2,199.4,,0.0,55.91,136.9,
436.6,412.4,248.5,,0.0,52.68,111.2,
436.8,443.0,304.2,,0.0,50.52,88.25,
437.0,482.8,365.0,,0.0,49.46,68.33,
437.2,529.7,428.6,,0.0,49.43,51.62,
437.4,580.9,492.6,,0.0,50.24,38.07,
437.6,633.0,554.0,,0.0,51.65,27.39,
437.9,705.3,635.1,,0.0,54.19,15.98,
438.1,744.8,678.3,,0.0,55.72,10.82,
438.3,774.4,710.5,,0.0,56.77,7.147,
438.5,792.6,730.8,,0.0,57.11,4.609,
438.7,798.7,739.2,,0.0,56.6,2.901,
438.9,793.4,736.4,,0.0,55.16,1.782,
439.1,777.7,723.8,,0.0,52.81,1.068,
439.3,753.4,703.1,,0.0,49.65,0.625,
439.5,722.6,676.4,,0.0,45.85,0.357,
439.7,687.4,645.6,,0.0,41.61,0.199,
439.9,649.5,612.3,,0.0,37.16,0.108,
440.1,610.4,577.6,,0.0,32.74,0.057,
440.4,551.2,524.5,,0.0,26.61,0.021,
440.6,512.0,488.9,,0.0,23.09,0.011,
440.8,473.2,453.0,,0.0,20.16,0.005,
441.0,434.8,416.9,,0.0,17.86,0.002,
441.2,396.7,380.5,,0.0,16.22,0.001,
441.4,359.0,343.8,,0.0,15.17,0.001,
441.6,321.9,307.3,,0.0,14.66,0.0,
441.8,285.8,271.3,,0.0,14.59,0.0,
442.0,251.1,236.3,,0.0,14.85,0.0,
442.2,218.3,203.0,,0.0,15.32,0.0,
442.4,187.9,172.0,,0.0,15.91,0.0,
442.6,160.2,143.7,,0.0,16.52,0.0,
442.9,124.3,107.0,,0.0,17.32,0.0,
443.1,104.4,86.62,,0.0,17.74,0.0,
443.3,87.54,69.52,,0.0,18.03,0.0,
443.5,73.75,55.53,,0.0,18.22,0.0,
443.7,62.76,44.43,,0.0,18.33,0.0,
443.9,54.36,35.94,,0.0,18.42,0.0,
444.1,48.3,29.78,,0.0,18.52,0.0,
444.3,44.33,25.65,,0.0,18.68,0.0,
444.5,42.21,23.27,,0.0,18.94,0.0,
444.7,41.7,22.38,,0.0,19.32,0.0,
444.9,42.55,22.74,,0.0,19.82,0.0,
445.1,44.5,24.1,,0.0,20.4,0.0,
445.4,48.86,27.48,,0.0,21.37,0.0,
445.6,52.27,30.27,,0.0,22.0,0.0,
445.8,55.73,33.18,,0.0,22.55,0.0,
446.0,58.93,35.95,,0.0,22.97,,
446.2,61.6,38.35,,0.0,23.25,,
446.4,63.54,40.17,,0.0,23.36,,
446.6,64.59,41.24,,0.0,23.35,,
446.8,64.72,41.45,,0.0,23.27,,
447.0,63.95,40.77,,0.0,23.18,,
447.2,62.4,39.21,,0.0,23.19,,
447.4,60.24,36.88,,0.0,23.36,,
447.6,57.71,33.91,,0.0,23.79,,
447.9,53.69,28.67,,0.0,25.02,,
448.1,51.18,24.92,,0.0,26.26,,
448.3,49.0,21.19,,0.0,27.81,,
448.5,47.26,17.65,,,29.61,,
448.7,45.99,14.41,,,31.57,,
448.9,45.2,11.59,,,33.61,,
449.1,44.84,9.236,,,35.6,,
449.3,44.84,7.385,,,37.45,,
449.5,45.13,6.048,,,39.08,,
449.7,45.64,5.22,,,40.42,,
449.9,46.3,4.889,,,41.41,,
450.1,47.08,5.041,,,42.04,,
450.4,48.39,6.135,,,42.25,,
450.6,49.32,7.411,,,41.91,,
450.8,50.28,9.093,,,41.19,,
451.0,51.23,11.14,,,40.09,,
451.2,52.12,13.48,,,38.64,,
451.4,52.89,16.05,,,36.84,,
451.6,53.46,18.73,,,34.73,,
451.8,53.75,21.4,,,32.35,,
452.0,53.69,23.93,,,29.76,,
452.2,53.21,26.17,,,27.04,,
452.4,52.27,27.99,,,24.28,,
452.6,50.85,29.27,,,21.57,,
452.9,47.88,30.02,,,17.86,,
453.1,45.46,29.69,,,15.77,,
453.3,42.8,28.7,,,14.1,,
453.5,40.05,27.13,,,12.91,,
453.7,37.36,25.08,,,12.27,,
453.9,34.88,22.67,,,12.21,,
454.1,32.74,20.03,,,12.71,,
454.3,31.07,17.31,,,13.75,,
454.5,29.9,14.63,,,15.28,,
454.7,29.27,12.08,,,17.18,,
454.9,29.13,9.761,,,19.37,,
455.1,29.39,7.71,,,21.68,,
455.4,30.27,5.189,,,25.08,,
455.6,30.96,3.874,,,27.08,,
455.8,31.53,2.829,,,28.7,,
456.0,31.84,2.019,,,29.82,,
456.2,31.77,1.41,,,30.36,,
456.4,31.25,0.962,,,30.29,,
456.6,30.24,0.642,,,29.6,,
456.8,28.76,0.419,,,28.34,,
457.0,26.87,0.267,,,26.6,,
457.2,24.66,0.167,,,24.49,,
457.4,22.25,0.102,,,22.15,,
457.6,19.78,0.061,,,19.72,,
457.9,16.26,0.027,,,16.23,,
458.1,14.2,0.015,,,14.18,,
458.3,12.49,0.008,,,12.48,,
458.5,11.2,0.004,,,11.2,,
458.7,10.37,0.002,,,10.37,,
458.9,10.01,0.001,,,10.01,,
459.1,10.11,0.001,,,10.11,,
459.3,10.61,0.0,,,10.61,,
459.5,11.47,0.0,,,11.47,,
459.7,12.6,0.0,,,12.6,,
459.9,13.91,0.0,,,13.91,,
460.1,15.29,0.0,,,15.29,,
460.4,17.3,0.0,,,17.3,,
460.6,18.46,0.0,,,18.46,,
460.8,19.4,0.0,,,19.4,,
461.0,20.06,0.0,,,20.06,,
461.2,20.44,0.0,,,20.44,,
461.4,20.51,0.0,,,20.51,,
461.6,20.33,0.0,,,20.33,,
461.8,19.92,0.0,,,19.92,,
462.0,19.36,0.0,,,19.36,,
462.2,18.71,0.0,,,18.71,,
462.4,18.06,0.0,,,18.06,,
462.6,17.49,0.0,,,17.49,,
462.9,16.93,0.0,,,16.93,,
463.1,16.85,0.0,,,16.85,,
463.3,17.07,0.0,,,17.07,,
463.5,17.65,0.0,,,17.65,,
463.7,18.63,0.0,,,18.63,,
463.9,20.04,0.0,,,20.04,,
464.1,21.91,0.0,,,21.91,,
464.3,24.24,0.0,,,24.24,,
464.5,27.03,,,,27.03,,
464.7,30.25,,,,30.25,,
464.9,33.86,,,,33.86,,
465.2,39.85,,,,39.85,,
465.4,44.12,,,,44.12,,
465.6,48.5,,,,48.5,,
465.8,52.88,,,,52.88,,
466.0,57.17,,,,57.17,,
466.2,61.26,,,,61.26,,
466.4,65.08,,,,65.08,,
466.6,68.52,,,,68.52,,
466.8,71.49,,,,71.49,,
467.0,73.93,,,,73.93,,
467.2,75.74,,,,75.74,,
467.4,76.86,,,,76.86,,
467.7,77.11,,,,77.11,,
467.9,76.27,,,,76.27,,
468.1,74.61,,,,74.61,,
468.3,72.16,,,,72.16,,
468.5,68.98,,,,68.98,,
468.7,65.16,,,,65.16,,
468.9,60.83,,,,60.83,,
469.1,56.14,,,,56.14,,
469.3,51.24,,,,51.24,,
469.5,46.3,,,,46.3,,
469.7,41.45,,,,41.45,,
469.9,36.84,,,,36.84,,
470.2,30.58,,,,30.58,,
470.4,26.93,,,,26.93,,
470.6,23.75,,,,23.75,,
470.8,21.04,,,,21.04,,
471.0,18.77,,,,18.77,,
471.2,16.91,,,,16.91,,
471.4,15.4,,,,15.4,,
471.6,14.18,,,,14.18,,
471.8,13.2,,,,13.2,,
472.0,12.39,,,,12.39,,
472.2,11.71,,,,11.71,,
472.4,11.11,,,,11.11,,
472.7,10.29,,,,10.29,,
472.9,9.787,,,,9.787,,
473.1,9.306,,,,9.306,,
473.3,8.857,,,,8.857,,
473.5,8.455,,,,8.455,,
473.7,8.113,,,,8.113,,
473.9,7.845,,,,7.845,,
474.1,7.659,,,,7.659,,
474.3,7.558,,,,7.558,,
474.5,7.532,,,,7.532,,
474.7,7.567,,,,7.567,,
474.9,7.638,0.0,,,7.638,,
475.2,7.751,0.0,,,7.751,,
475.4,7.786,0.0,,,7.786,,
475.6,7.757,0.0,,,7.757,,
475.8,7.642,0.0,,,7.642,,
476.0,7.428,0.0,,,7.428,,
476.2,7.111,0.0,,,7.111,,
476.4,6.694,0.0,,,6.694,,
476.6,6.192,0.0,,,6.192,,
476.8,5.623,0.0,,,5.623,,
477.0,5.01,0.0,,,5.01,,
477.2,4.378,0.0,,,4.378,,
477.4,3.752,0.0,,,3.752,,
477.7,2.868,0.0,,,2.868,,
477.9,2.339,0.0,,,2.339,,
478.1,1.87,0.0,,,1.87,,
478.3,1.467,0.0,,,1.467,,
478.5,1.131,0.0,0.0,,1.131,,
478.7,0.86,0.0,0.0,,0.86,,
478.9,0.651,0.0,0.0,,0.651,,
479.1,0.498,0.0,0.0,,0.498,,
479.3,0.4,0.0,0.0,,0.4,,
479.5,0.355,0.0,0.0,,0.355,,
479.7,0.367,0.0,0.0,,0.366,,
479.9,0.441,0.0,0.0,,0.44,,
480.2,0.7,0.001,0.0,,0.699,,
480.4,1.002,0.001,0.0,,1.001,,
480.6,1.442,0.002,0.0,,1.44,,
480.8,2.058,0.004,0.0,,2.054,,
481.0,2.893,0.007,0.0,,2.886,,
481.2,3.998,0.013,0.0,,3.984,,
481.4,5.422,0.023,0.0,,5.399,,
481.6,7.216,0.04,0.0,,7.176,,
481.8,9.422,0.069,0.0,,9.353,,
482.0,12.07,0.114,0.0,,11.96,,
482.2,15.17,0.186,0.0,,14.99,,
482.4,18.72,0.298,0.0,,18.42,,
482.7,24.77,0.582,0.0,,24.19,,
482.9,29.2,0.888,0.0,,28.31,,
483.1,33.82,1.33,0.0,,32.49,,
483.3,38.52,1.955,0.0,,36.56,,
483.5,43.17,2.819,0.0,,40.35,,
483.7,47.67,3.991,0.0,,43.68,,
483.9,51.92,5.546,0.0,,46.38,,
484.1,55.88,7.566,0.0,,48.31,,
484.3,59.53,10.14,0.0,,49.39,,
484.5,62.91,13.34,0.0,,49.57,,
484.7,66.13,17.25,0.0,,48.88,,
484.9,69.31,21.92,0.0,,47.39,,
485.2,74.43,30.43,0.001,,44.0,,
485.4,78.33,37.09,0.001,,41.24,,
485.6,82.85,44.52,0.002,,38.33,,
485.8,88.14,52.62,0.003,,35.52,,
486.0,94.32,61.29,0.004,,33.02,,
486.2,101.4,70.41,0.007,,31.02,,
486.4,109.5,79.82,0.011,,29.69,,
486.6,118.5,89.37,0.017,,29.11,,
486.8,128.2,98.87,0.026,,29.35,,
487.0,138.6,108.2,0.039,,30.4,,
487.2,149.4,117.1,0.056,,32.19,,
487.4,160.3,125.6,0.081,,34.63,,
487.7,176.2,136.9,0.133,,39.17,,
487.9,186.2,143.5,0.181,,42.51,,
488.1,195.2,149.1,0.243,,45.88,,
488.3,203.2,153.7,0.319,,49.09,,
488.5,209.7,157.4,0.412,,51.94,,
488.7,214.8,160.0,0.522,,54.29,,
488.9,218.3,161.7,0.649,,56.0,,
489.1,220.4,162.6,0.793,,56.98,,
489.3,221.2,163.1,0.95,,57.17,,
489.5,220.9,163.2,1.118,,56.57,,
489.7,219.8,163.3,1.293,,55.2,,
490.0,217.4,164.0,1.553,,51.82,,
490.2,215.6,165.1,1.717,,48.82,,
490.4,214.1,166.9,1.865,,45.36,,
490.6,212.8,169.3,1.993,,41.55,,
490.8,211.9,172.2,2.096,,37.53,,
491.0,211.0,175.4,2.171,,33.41,,
491.2,210.2,178.6,2.219,,29.32,,
491.4,209.0,181.4,2.243,,25.36,,
491.6,207.2,183.3,2.247,,21.61,,
491.8,204.6,184.3,2.239,,18.13,,
492.0,201.1,183.9,2.227,,14.98,,
492.2,196.7,182.3,2.222,,12.19,,
492.5,188.6,177.7,2.248,,8.677,,
492.7,182.8,173.7,2.3,,6.782,,
492.9,177.2,169.6,2.386,,5.217,,
493.1,172.3,165.8,2.51,,3.954,,
493.3,168.6,163.0,2.671,,2.956,,
493.5,166.7,161.7,2.864,,2.191,,
493.7,166.9,162.2,3.082,,1.623,,
493.9,169.4,164.9,3.314,,1.224,,
494.1,174.1,169.6,3.549,,0.969,,
494.3,180.8,176.2,3.775,,0.839,,
494.5,189.0,184.2,3.979,,0.822,,
494.7,198.0,192.9,4.153,,0.913,,
495.0,211.5,205.9,4.346,0.0,1.254,,
495.2,219.2,213.2,4.428,0.0,1.629,,
495.4,225.2,218.6,4.478,0.0,2.136,,
495.6,228.7,221.4,4.507,0.0,2.789,,
495.8,229.4,221.3,4.528,0.0,3.602,,
496.0,227.0,217.9,4.559,0.0,4.59,,
496.2,221.7,211.3,4.619,0.0,5.764,,
496.4,213.7,201.9,4.73,0.0,7.131,,
496.6,203.6,190.0,4.912,0.0,8.695,,
496.8,191.8,176.2,5.184,0.0,10.45,,
497.0,179.2,161.3,5.562,0.0,12.4,,
497.2,166.5,145.9,6.059,0.0,14.51,,
497.5,148.8,123.7,7.046,0.0,17.99,,
497.7,138.7,110.3,7.869,0.0,20.49,,
497.9,130.5,98.6,8.818,0.0,23.11,,
498.1,124.5,88.82,9.883,0.0,25.84,,
498.3,120.9,81.15,11.04,0.0,28.67,,
498.5,119.5,75.6,12.28,0.0,31.59,,
498.7,120.2,72.04,13.56,0.0,34.57,,
498.9,122.7,70.25,14.84,0.0,37.59,,
499.1,126.6,69.93,16.09,0.0,40.62,,
499.3,131.6,70.73,17.28,0.0,43.6,,
499.5,137.1,72.27,18.35,0.0,46.48,,
499.7,142.7,74.2,19.29,0.0,49.17,,
500.0,150.1,77.04,20.37,0.0,52.68,,
500.2,153.9,78.47,20.86,0.0,54.52,,
500.4,156.3,79.26,21.16,0.0,55.87,,
500.6,157.2,79.24,21.28,0.0,56.66,,
500.8,156.4,78.33,21.25,0.0,56.82,,
501.0,153.9,76.49,21.08,0.0,56.36,,
501.2,149.8,73.74,20.81,0.0,55.3,,
501.4,144.3,70.17,20.47,0.0,53.7,,
501.6,137.7,65.89,20.09,0.0,51.67,,
501.8,130.1,61.06,19.7,0.0,49.35,,
502.0,122.1,55.83,19.32,0.0,46.91,,
502.2,113.9,50.38,18.95,0.0,44.55,,
502.5,102.1,42.13,18.41,0.0,41.55,,
502.7,95.01,36.79,18.05,0.0,40.17,,
502.9,88.86,31.73,17.68,0.0,39.45,,
503.1,83.81,27.03,17.29,0.0,39.48,,
503.3,79.95,22.78,16.86,0.0,40.32,,
503.5,77.31,19.01,16.37,0.0,41.92,,
503.7,75.83,15.76,15.85,0.0,44.23,,
503.9,75.4,13.03,15.27,0.0,47.1,,
504.1,75.82,10.81,14.66,0.0,50.35,,
504.3,76.89,9.104,14.03,0.0,53.75,,
504.5,78.34,7.872,13.41,0.0,57.06,,
504.7,79.93,7.091,12.8,0.0,60.03,,
505.0,82.03,6.688,11.99,0.0,63.36,,
505.2,82.95,6.879,11.52,0.0,64.55,,
505.4,83.29,7.391,11.15,0.0,64.76,,
505.6,82.97,8.181,10.86,0.0,63.93,,
505.8,81.94,9.203,10.66,0.0,62.08,,
506.0,80.22,10.41,10.56,0.0,59.25,,
506.2,77.86,11.74,10.54,0.0,55.59,,
506.4,74.98,13.14,10.6,0.0,51.25,,
506.6,71.7,14.55,10.73,0.0,46.42,,
506.8,68.16,15.93,10.92,0.0,41.31,,
507.0,64.49,17.2,11.17,0.0,36.12,,
507.2,60.81,18.32,11.48,0.0,31.02,,
